t,x_odom,y_odom,yaw_odom,x_gt,y_gt,yaw_gt
31.972,0.1492560164710461,0.012478524359487191,0.22367449198062556,0.11049315847852498,0.0013143002222060956,0.05511180530021037
32.005,0.15888888478155405,0.014770215507026261,0.24345100522958968,0.12185169989075108,0.0019938610881650638,0.07330892684149132
32.038,0.1684733422579822,0.01725169424851501,0.2632360738012368,0.1276307702380545,0.0024188695705657853,0.08390626667162782
32.072,0.1782941852960938,0.02000599987104981,0.2836285123064799,0.1393693406744419,0.003440058115630858,0.1076661943315961
32.105,0.18777104509664122,0.022870493406300315,0.30343445006805403,0.15111243783015985,0.004645055591861883,0.1314654732444651
32.138,0.1971899215183169,0.025922370445085392,0.32325262117254117,0.1569684564388947,0.005319824050089048,0.14347212932433218
32.172,0.20682893947074585,0.02926137244420651,0.34368433111558766,0.16866329416654224,0.006812454991762062,0.16752839557831808
32.205,0.21611646097752463,0.032689488780676366,0.3635071914233365,0.18035950663140682,0.008364082110482392,0.19157952864051772
32.237,0.22533395353951852,0.03630084108278479,0.3833134425928749,0.1920640487281448,0.009930300285641258,0.21552594747094583
32.272,0.23475424316214194,0.04021181577419161,0.40370573404606563,0.19790843592035068,0.010713334502213996,0.22726448706365346
32.305,0.24381998913695724,0.04419088366173498,0.4234823812091364,0.20964664920294945,0.012311478772097617,0.2511996583473794
32.338,0.25280579464090913,0.04834862825932024,0.44324850147397915,0.21552458927071455,0.013129581009245014,0.2631718169418098
32.372,0.26197714208295564,0.052817770201638206,0.4636148750612526,0.22729683836567352,0.014814947106604266,0.2871139294789732
32.405,0.27079024619384223,0.057333459373572475,0.48339921617217296,0.2390929169749396,0.016569225236831294,0.3110731798541202
32.439,0.27951213866229085,0.062022650908472504,0.5032044180612343,0.24500176001888932,0.017469591355202683,0.3230635093638701
32.472,0.28839872244233516,0.06703334470478739,0.5236240140337299,0.25684767418041365,0.019303067803304347,0.34707153712077526
32.505,0.29692344783139296,0.0720686511870029,0.5434372896472537,0.2687059342254461,0.021145365981894433,0.37155080273254826
32.538,0.30534569603876144,0.07727115451199057,0.563243883405912,0.27464895157167607,0.022064792276117358,0.38389101554567917
32.572,0.313912869224335,0.08280421747755236,0.5836541156008835,0.2866039195585229,0.02391015767482241,0.4074574952815301
32.605,0.32211767032897803,0.08834015278285039,0.6034587075251314,0.29864663358767274,0.02580791211068604,0.4313726383678982
32.638,0.33021146457277717,0.09403760970979601,0.6232561046151873,0.3046900735159596,0.026787406402471858,0.4433699975796835
32.672,0.3384320243941228,0.10007493816805571,0.643650983281353,0.31680851806638155,0.028827831526461047,0.4673611327629241
32.705,0.3462930252812396,0.10609504093567153,0.6634453708415724,0.32896360336584674,0.030995658987003752,0.4913545193100804
32.739,0.35403479553711265,0.11227072359035818,0.6832393994280314,0.33505430862429747,0.03213026563049515,0.5033523514142748
32.77,0.3618824406964624,0.11879311580942646,0.703628413984709,0.3472649557171759,0.03449713732811372,0.5273503285257891
32.805,0.36936966158423556,0.1252745545260479,0.723411012037539,0.35952423648071063,0.036978061348372754,0.5513474369062311
32.84,0.37672587378843064,0.13190164272457008,0.7431962829086096,0.37183918416565764,0.03953567452985575,0.5751140145157134
32.872,0.38416553565565953,0.13887969704986847,0.7635915389618126,0.3780039514785414,0.040821307611987864,0.5866044755548054
32.905,0.39124802150883914,0.1457954323533775,0.7833817140402826,0.3904111630407248,0.043460685189578734,0.6107416796144314
32.938,0.39819215398771846,0.15284982917089746,0.8031682666792592,0.39662084186765156,0.044797989033204436,0.6232996307943934
32.972,0.405199028049371,0.16026005632466572,0.8235714636757459,0.4091436567082785,0.04759423511242133,0.6477684665380097
33.005,0.41185421051417775,0.16758808442470416,0.8433887782953525,0.4217500235504335,0.05055926441171436,0.6718296861949821
33.038,0.41836350636599334,0.1750473519069662,0.8632136503052585,0.4280684025461401,0.052104519620041964,0.683862492640448
33.076,0.42491464294566517,0.1828667482226039,0.8836320872376221,0.44073147440756144,0.05532694967622797,0.7079303602893183
33.105,0.4311191217558251,0.1905823754985938,0.9034313853515521,0.4534312798204701,0.05872371828389702,0.7319930384856957
33.138,0.4371699483988012,0.1984195948373168,0.9232136020233973,0.4597965372836862,0.06048286322726724,0.7439867095921708
33.171,0.4432411230773658,0.2066183098441427,0.9435875971695883,0.47250923834697706,0.06405533642234704,0.7667697560773394
33.204,0.4489725998562655,0.21469220701701608,0.9633545837517922,0.48528664484736256,0.0678132196469101,0.7899979830458984
33.238,0.4545427360840013,0.22287687063856623,0.9831250092258604,0.4917054123938756,0.06977528713898441,0.8019353169346133
33.272,0.46011104449152,0.23142284701859975,1.0035137449052431,0.5045702958977444,0.07383929232126785,0.8258240023294978
33.305,0.4653479947230688,0.2398247389006852,1.023320433632954,0.517468488697482,0.07808270575590628,0.8498216786673404
33.338,0.47041781024105245,0.2483293102804356,1.0431369991021313,0.5239090220250864,0.08024646954467779,0.8622514979375789
33.372,0.47546365075213415,0.25719439912531855,1.063557850642651,0.5368243738237545,0.08471434318936523,0.8871683045972714
